term,CRN,subject,course,title,cross listed,linked(labs),credit value,actual,max seating,start date,end date,start time,end time,days,building,room,faculty
201420,20077,CISY,3327.2,Web Information Systems,,,3.00,22 ,28 , 6-Jan-2014, 26-Apr-14,1000,1115,TR,ME,011,Hai Wang
201410,10078,CISY,3328.1,Computer Organization,,,3.00,0 ,30 , 4-Sep-2013, 17-Dec-13,1000,1115,TR,LA,282, STAFF
201410,10079,CISY,4425.1,System Analysis and Design,,,3.00,22 ,30 , 4-Sep-2013, 17-Dec-13,1600,1715,TR,ME,011,Said El-Darahali
201420,20079,CISY,4435.2,Info Systems Proj & Practice,,,3.00,16 ,30 , 6-Jan-2014, 26-Apr-14,1600,1715,MW,LA,182,Zeying Wan
201420,20080,CISY,4436.2,Comm Network & Security,,,3.00,16 ,30 , 6-Jan-2014, 26-Apr-14,1300,1415,TR,LA,282,Zahoor Khan
201420,24267,CISY,4490.2,*CANCELLED*,H3,,3.00,0 ,0 , 6-Jan-2014, 26-Apr-14,,,,,, STAFF
201410,11058,CISY,4491.1,Small Business Consultancy,,,3.00,0 ,0 , 4-Sep-2013, 17-Dec-13,,,,BDC,,Eric Crowell
201420,21039,CISY,4491.2,Small Business Consultancy,,,3.00,0 ,0 , 6-Jan-2014, 26-Apr-14,,,,BDC,,Eric Crowell
201420,24324,CISY,4848.2,DS: Computer Organization,,,3.00,1 ,1 , 6-Jan-2014, 26-Apr-14,,,,,,Hai Wang
201410,14684,CISY,4876.1,DS Comp Organization,,,3.00,2 ,2 , 4-Sep-2013, 17-Dec-13,,,,,,Hai Wang
201420,24308,CISY,4876.2,DS: Computer Hardware,,,3.00,1 ,1 , 6-Jan-2014, 26-Apr-14,,,,,,Hai Wang
201420,24309,CISY,4877.2,Directed Study in CISY,,,3.00,1 ,1 , 6-Jan-2014, 26-Apr-14,,,,,,Hai Wang
201410,10912,CISY,5521.1A,Managing Info Technology,,,3.00,21 ,40 , 4-Sep-2013, 17-Dec-13,1730,2000,R,SB,155,Kathryn Kimery
201410,14658,CISY,5521.1B,Managing Info Technology,,,3.00,20 ,31 , 4-Sep-2013, 17-Dec-13,1730,2015,W,LA,182,Kathryn Kimery
201410,13845,CISY,6626.1,*CANCELLED*,,,3.00,0 ,0 , 21-Sep-2013, 23-Nov-13,,,,,, STAFF
201420,24263,CISY,6626.2,*CANCELLED*,,,3.00,0 ,0 , 10-Jan-2014, 21-Mar-14,,,,,, STAFF
201410,14678,CISY,6692.1,DS: Healthcare IS,,,3.00,1 ,1 , 4-Sep-2013, 17-Dec-13,,,,,,Hai Wang
201410,14679,CISY,6693.1,DS: Advanced Web IS,,,3.00,1 ,1 , 4-Sep-2013, 17-Dec-13,,,,,,Hai Wang
201410,14680,CISY,6694.1,DS: Mobile Commerce,,,3.00,1 ,1 , 4-Sep-2013, 17-Dec-13,,,,,,Hai Wang
201410,14681,CISY,6695.1,DS: Business Intell,,,3.00,1 ,1 , 4-Sep-2013, 17-Dec-13,,,,,,Hai Wang
201410,14682,CISY,6696.1,DS: Databas Management,,,3.00,1 ,1 , 4-Sep-2013, 17-Dec-13,,,,,,Zeying Wan
201410,14482,CLAS,1002.1,Ancient Civil of Greece & Rome,,,3.00,95 ,100 , 4-Sep-2013, 17-Dec-13,1000,1115,MW,AT,101,Adam Hyatt
201410,14483,CLAS,2000.1,Intro to Greek Art & Arch,,,3.00,49 ,80 , 4-Sep-2013, 17-Dec-13,1300,1415,MW,AT,101,Alison Barclay
201420,24103,CLAS,2100.2,Survey of Roman Art/Arch,,,3.00,65 ,80 , 6-Jan-2014, 26-Apr-14,1300,1415,MW,AT,101,Adam Hyatt
201410,10919,CLAS,2201.1,Mythology of Greece and Rome I,,,3.00,89 ,100 , 4-Sep-2013, 17-Dec-13,1400,1600,S,LA,170,Arden Williams
201420,23750,CLAS,2202.2,Mythology Greece and Rome II,,,3.00,97 ,100 , 6-Jan-2014, 26-Apr-14,1600,1715,TR,SB,255,Erik van Dongen
201410,14484,CLAS,2451.1,Greek Hist I: Minos to Medes,B2,,3.00,17 ,60 , 4-Sep-2013, 17-Dec-13,0900,1100,M,LA,171,Alison Barclay
201420,24104,CLAS,2453.2,Republic & Revolution Rome His,I1,,3.00,35 ,30 , 6-Jan-2014, 26-Apr-14,1000,1115,MW,LA,187,Adam Hyatt
201420,24171,CLAS,2454.2,*CANCELLED*,C7,,3.00,0 ,0 , 6-Jan-2014, 26-Apr-14,,,,,, STAFF
201410,14486,CLAS,3310.1,Classical Literature-Epic,B1,,3.00,15 ,50 , 4-Sep-2013, 17-Dec-13,1130,1245,MW,LA,188,Arden Williams
201420,24106,CLAS,3319.2,Pompeii,,,3.00,23 ,30 , 6-Jan-2014, 26-Apr-14,1130,1245,TR,MM,201,Adam Hyatt
201410,14488,CLAS,3830.1,SelTop: Age of Augustus,,,3.00,12 ,20 , 4-Sep-2013, 17-Dec-13,0900,1100,S,LA,269,Adam Hyatt
201420,24107,CLAS,4407.2,"Greek Art, Life & Politics",,,3.00,11 ,25 , 6-Jan-2014, 26-Apr-14,1430,1545,TR,MM,201,Erik van Dongen
201410,10042,CMLW,2201.1A,Legal Aspects of Business I,,,3.00,47 ,50 , 4-Sep-2013, 17-Dec-13,0830,0945,MW,LA,181,Kevin Downie
201410,10043,CMLW,2201.1B,Legal Aspects of Business I,,,3.00,46 ,50 , 4-Sep-2013, 17-Dec-13,1400,1700,S,HC,FH,Nicholas Nahas
201410,10044,CMLW,2201.1C,Legal Aspects of Business I,,,3.00,42 ,50 , 4-Sep-2013, 17-Dec-13,1400,1700,S,HC,FH,Megan Roberts
201410,10045,CMLW,2201.1D,Legal Aspects of Business I,,,3.00,49 ,50 , 4-Sep-2013, 17-Dec-13,1130,1245,TR,LA,188,Bruce Anderson
201410,10046,CMLW,2201.1E,Legal Aspects of Business I,,,3.00,51 ,50 , 4-Sep-2013, 17-Dec-13,1400,1700,S,HC,FH,Bruce Anderson
201410,12797,CMLW,2201.1F,Legal Aspects of Business I,,,3.00,45 ,50 , 4-Sep-2013, 17-Dec-13,1400,1700,S,HC,FH,Mark Thomas
201410,14598,CMLW,2201.1WT,Legal Aspects of Business I,,,3.00,39 ,40 , 4-Sep-2013, 17-Dec-13,1400,1700,S,HC,FH,Gordon Johnson
201420,20038,CMLW,2201.2A,Legal Aspects of Business I,,,3.00,48 ,50 , 6-Jan-2014, 26-Apr-14,1130,1245,MW,ME,110,Heidi Sampson
201420,20039,CMLW,2201.2B,Legal Aspects of Business I,,,3.00,50 ,50 , 6-Jan-2014, 26-Apr-14,1430,1545,MW,LA,296,Heidi Sampson
201420,20041,CMLW,2201.2C,Legal Aspects of Business I,,,3.00,49 ,50 , 6-Jan-2014, 26-Apr-14,0830,0945,TR,LA,175,Kevin Downie
201420,20042,CMLW,2201.2D,Legal Aspects of Business I,,,3.00,52 ,50 , 6-Jan-2014, 26-Apr-14,1130,1245,TR,LA,283,Bruce Anderson
201420,20043,CMLW,2201.2E,Legal Aspects of Business I,,,3.00,49 ,50 , 6-Jan-2014, 26-Apr-14,1600,1715,TR,ME,108,Bruce Anderson
201420,20040,CMLW,2201.2WT,Legal Aspects of Business I,,,3.00,25 ,26 , 6-Jan-2014, 26-Apr-14,1730,2030,M,WT,,Bruce Anderson
201410,10048,CMLW,3202.1,Legal Aspects of Business II,,,3.00,40 ,50 , 4-Sep-2013, 17-Dec-13,1400,1700,M,AT,216,Gordon Johnson
201420,20044,CMLW,3202.2A,Legal Aspects of Business II,,,3.00,29 ,45 , 6-Jan-2014, 26-Apr-14,1730,2030,M,LA,275,Gordon Johnson
201410,10049,COMM,2293.1A,Communications,,,3.00,56 ,60 , 4-Sep-2013, 17-Dec-13,1300,1415,MW,ME,104,Karen Grandy
201410,10050,COMM,2293.1B,Communications,,,3.00,49 ,60 , 4-Sep-2013, 17-Dec-13,1600,1715,MW,ME,105,Karen Grandy
201410,10051,COMM,2293.1C,Communications,,,3.00,30 ,60 , 4-Sep-2013, 17-Dec-13,0830,0945,MW,LA,175,Merle Emms
201410,10052,COMM,2293.1D,Communications,,,3.00,30 ,60 , 4-Sep-2013, 17-Dec-13,0830,0945,TR,ME,105,Valerie Creelman
201410,10053,COMM,2293.1E,Communications,,,3.00,49 ,60 , 4-Sep-2013, 17-Dec-13,1000,1115,TR,ME,105,Valerie Creelman
201410,10054,COMM,2293.1F,Communications,,,3.00,50 ,60 , 4-Sep-2013, 17-Dec-13,1300,1415,TR,LA,296,Merle Emms
201410,14640,COMM,2293.1G,Communications,,,3.00,36 ,60 , 4-Sep-2013, 17-Dec-13,1600,1715,TR,LA,283,Tess Laidlaw
201420,20046,COMM,2293.2A,Communications,,,3.00,57 ,60 , 6-Jan-2014, 26-Apr-14,1730,1845,MW,ME,104,MacKenzie Bartlett
201420,20047,COMM,2293.2B,Communications,,,3.00,56 ,60 , 6-Jan-2014, 26-Apr-14,1000,1115,MW,ME,105,Valerie Creelman
201420,20048,COMM,2293.2C,Communications,,,3.00,54 ,60 , 6-Jan-2014, 26-Apr-14,1130,1245,MW,ME,105,Valerie Creelman
201420,20049,COMM,2293.2D,Communications,,,3.00,58 ,60 , 6-Jan-2014, 26-Apr-14,1000,1115,TR,LA,174,Karen Grandy
201420,20050,COMM,2293.2E,Communications,,,3.00,58 ,60 , 6-Jan-2014, 26-Apr-14,1130,1245,TR,LA,173,Karen Grandy
201420,22487,COMM,2293.2F,Communications,,,3.00,56 ,60 , 6-Jan-2014, 26-Apr-14,1430,1545,TR,LA,283,Karen Grandy
201420,23562,COMM,3394.2,Oral Com and Presentation Tech,,,3.00,6 ,20 , 6-Jan-2014, 26-Apr-14,1430,1545,MW,B,201,Valerie Creelman
201410,10991,COOP,1000.0XX,CO-OP WORK TERM 1,,,0.00,12 ,20 , 4-Sep-2013, 17-Dec-13,,,,,, STAFF
201420,20973,COOP,1000.0YY,CO-OP WORK TERM 1,,,0.00,19 ,0 , 6-Jan-2014, 26-Apr-14,,,,,, STAFF
201410,10992,COOP,2000.0XX,CO-OP WORK TERM 2,,,0.00,9 ,0 , 4-Sep-2013, 17-Dec-13,,,,,, STAFF
201420,20974,COOP,2000.0YY,CO-OP WORK TERM 2,,,0.00,8 ,0 , 6-Jan-2014, 26-Apr-14,,,,,, STAFF
201410,10993,COOP,3000.0XX,CO-OP WORK TERM 3,,,0.00,9 ,20 , 4-Sep-2013, 17-Dec-13,,,,,, STAFF
201420,20975,COOP,3000.0YY,CO-OP WORK TERM 3,,,0.00,12 ,0 , 6-Jan-2014, 26-Apr-14,,,,,, STAFF
201410,10994,COOP,4000.0XX,CO-OP WORK TERM 4,,,0.00,0 ,0 , 4-Sep-2013, 17-Dec-13,,,,,, STAFF
201420,20976,COOP,4000.0YY,CO-OP WORK TERM 4,,,0.00,0 ,0 , 6-Jan-2014, 26-Apr-14,,,,,, STAFF
201410,10995,COOP,5000.0XX,CO-OP WORK TERM 5,,,0.00,0 ,0 , 4-Sep-2013, 17-Dec-13,,,,,, STAFF
201420,20977,COOP,5000.0YY,CO-OP WORK TERM 5,,,0.00,0 ,0 , 6-Jan-2014, 26-Apr-14,,,,,, STAFF
201410,11372,COOP,6100.0XX,CO-OP WORK TERM 1,,,6.00,1 ,0 , 4-Sep-2013, 17-Dec-13,,,,,, STAFF
201420,22092,COOP,6100.0YY,CO-OP WORK TERM 1,,,6.00,1 ,0 , 6-Jan-2014, 26-Apr-14,,,,,, STAFF
201410,12007,COOP,6200.0XX,CO-OP WORK TERM 2,,,6.00,1 ,0 , 4-Sep-2013, 17-Dec-13,,,,,, STAFF
201420,21362,COOP,6200.0YY,CO-OP WORK TERM 2,,,6.00,1 ,0 , 6-Jan-2014, 26-Apr-14,,,,,, STAFF
201410,14601,COOP,6300.0XX,CO-OP WORK TERM 3,,,6.00,0 ,0 , 4-Sep-2013, 17-Dec-13,,,,,, STAFF
201420,24214,COOP,6300.0XX,CO-OP WORK TERM 3,,,6.00,1 ,0 , 6-Jan-2014, 26-Apr-14,,,,,, STAFF
201410,14602,COOP,6400.0XX,CO-OP WORK TERM 4,,,6.00,0 ,0 , 4-Sep-2013, 17-Dec-13,,,,,, STAFF
201420,24215,COOP,6400.0YY,CO-OP WORK TERM 4,,,6.00,0 ,0 , 6-Jan-2014, 26-Apr-14,,,,,, STAFF
201410,13568,CRIM,2010.1A,Principles of Social Theory,A5,,3.00,26 ,40 , 4-Sep-2013, 17-Dec-13,1000,1115,MW,LA,181,Darryl Leroux
201410,13569,CRIM,2010.1B,Principles of Social Theory,A6,,3.00,26 ,40 , 4-Sep-2013, 17-Dec-13,1430,1545,MW,LA,186,Darryl Leroux
201410,13570,CRIM,2010.1C,Principles of Social Theory,A7,,3.00,28 ,40 , 4-Sep-2013, 17-Dec-13,1130,1245,TR,LA,177,Audrey MacNevin
201410,14605,CRIM,2010.1D,Principles of Social Theory,F2,,3.00,13 ,40 , 4-Sep-2013, 17-Dec-13,1600,1715,TR,LA,297,Catherine Aubrecht
201420,23332,CRIM,2010.2,Principles of Social Theory,A1,,3.00,26 ,40 , 6-Jan-2014, 26-Apr-14,1000,1115,MW,LA,188,Anupam Pandey
201410,13571,CRIM,2100.1A,Social Research Methods,A8,,3.00,30 ,40 , 4-Sep-2013, 17-Dec-13,1000,1115,MW,B,218,Djordje Stefanovic
201410,13572,CRIM,2100.1B,Social Research Methods,B0,,3.00,27 ,40 , 4-Sep-2013, 17-Dec-13,0900,1200,M,AT,216,Djordje Stefanovic
201410,13573,CRIM,2100.1C,Social Research Methods,B3,,3.00,31 ,40 , 4-Sep-2013, 17-Dec-13,1300,1415,TR,MM,335,Karla Henderson
201420,23333,CRIM,2100.2,Social Research Methods,A2,,3.00,33 ,40 , 6-Jan-2014, 26-Apr-14,1130,1245,TR,MM,223,Jane Gavin-Hebert
201410,13574,CRIM,2124.1A,Social Inequality & Justice,C1,,3.00,25 ,40 , 4-Sep-2013, 17-Dec-13,1000,1115,MW,MM,223,Madine Vanderplaat
201410,13575,CRIM,2124.1B,Social Inequality & Justice,C2,,3.00,25 ,40 , 4-Sep-2013, 17-Dec-13,1430,1545,MW,MM,223,Marian T Pelletier
201410,13737,CRIM,2124.1C,Social Inequality & Justice,M9,,3.00,15 ,40 , 4-Sep-2013, 17-Dec-13,1600,1830,T,B,221,Jane Gavin-Hebert
201420,23334,CRIM,2124.2A,Social Inequality & Justice,A5,,3.00,21 ,40 , 6-Jan-2014, 26-Apr-14,1000,1115,MW,ME,107,Elisabeth Van Der Veen
201420,23721,CRIM,2124.2B,Social Inequality & Justice,B8,,3.00,34 ,40 , 6-Jan-2014, 26-Apr-14,1300,1415,MW,AT,216,Marianne Parsons
201410,13669,CRIM,2303.1A,Introduction to Criminology,,,3.00,43 ,40 , 4-Sep-2013, 17-Dec-13,1300,1415,MW,LA,178,James Livingston
201410,10455,CRIM,2303.1B,Introduction to Criminology,,,3.00,45 ,40 , 4-Sep-2013, 17-Dec-13,1000,1115,TR,LA,275,Winston Barnwell
201420,20450,CRIM,2303.2,Introduction to Criminology,,,3.00,41 ,40 , 6-Jan-2014, 26-Apr-14,1000,1115,TR,ME,110,James Livingston
201410,10457,CRIM,2304.1A,Canadian Crim Justice System,,,3.00,42 ,40 , 4-Sep-2013, 17-Dec-13,0830,0945,MW,LA,275,Russell Prime
201410,14261,CRIM,2304.1B,Canadian Crim Justice System,,,3.00,43 ,40 , 4-Sep-2013, 17-Dec-13,1400,1700,T,LA,171,Russell Prime
201420,20452,CRIM,2304.2,Canadian Crim Justice System,,,3.00,40 ,40 , 6-Jan-2014, 26-Apr-14,1000,1115,TR,LA,273,Stephen Schneider
201410,13577,CRIM,3010.1A,Classical Theory,C6,,3.00,33 ,40 , 4-Sep-2013, 17-Dec-13,0900,1100,W,B,205,Kathleen Waters
201410,14014,CRIM,3010.1B,Classical Theory,A9,,3.00,36 ,40 , 4-Sep-2013, 17-Dec-13,0900,1200,S,MM,TAUD,Christopher Cutting
201420,23335,CRIM,3010.2,Classical Theory,A3,,3.00,35 ,40 , 6-Jan-2014, 26-Apr-14,1300,1415,TR,LA,275,Evangelia Tastsoglou
201410,14385,CRIM,3011.1,Contemporary Crim Theory,,,3.00,17 ,40 , 4-Sep-2013, 17-Dec-13,0900,1100,S,LA,274,Diane Crocker
201420,23337,CRIM,3011.2A,Contemporary Crim Theory,,,3.00,41 ,40 , 6-Jan-2014, 26-Apr-14,1000,1115,TR,LA,186,Ashley Carver
201420,23989,CRIM,3011.2B,Contemporary Crim Theory,,,3.00,41 ,40 , 6-Jan-2014, 26-Apr-14,1130,1245,TR,LA,296,Ashley Carver
201410,13578,CRIM,3100.1,Qualitative Research Methods,C9,C1,3.00,34 ,40 , 4-Sep-2013, 17-Dec-13,1130,1245,TR,LA,178,Randle Hart
201410,14015,CRIM,3100.1L,LAB Qualitative Research Meth,D8,L1,0.00,34 ,40 , 4-Sep-2013, 17-Dec-13,1600,1715,M,SB,155,Randle Hart
201420,23338,CRIM,3100.2A,Qualitative Research Methods,A7,C1,3.00,27 ,40 , 6-Jan-2014, 26-Apr-14,1000,1115,TR,LA,281,Randle Hart
201420,24075,CRIM,3100.2B,Qualitative Research Methods,A6,C1,3.00,36 ,40 , 6-Jan-2014, 26-Apr-14,1300,1415,MW,ME,110,Chantelle Falconer
201420,23339,CRIM,3100.2LA,LAB A: Qual Research Meth,A8,L1,0.00,26 ,40 , 6-Jan-2014, 26-Apr-14,1130,1245,T,LA,278,Randle Hart
201420,24077,CRIM,3100.2LB,LAB B: Qual Research Meth,B1,L1,0.00,37 ,40 , 6-Jan-2014, 26-Apr-14,1300,1415,T,SB,155,Chantelle Falconer
201410,13579,CRIM,3102.1,Quantitative Research Methods,D0,C1,3.00,33 ,40 , 4-Sep-2013, 17-Dec-13,1300,1415,MW,SB,155,Greg Auton
201410,14016,CRIM,3102.1L,LAB Quantitative Research Meth,E0,L1,0.00,33 ,40 , 4-Sep-2013, 17-Dec-13,1430,1545,M,SB,155,Greg Auton
201420,23340,CRIM,3102.2A,Quantitative Research Methods,B3,C1,3.00,35 ,50 , 6-Jan-2014, 26-Apr-14,1000,1115,MW,LA,176,Djordje Stefanovic
201420,23915,CRIM,3102.2B,*CANCELLED*,H4,C1,3.00,0 ,0 , 6-Jan-2014, 26-Apr-14,,,,,, STAFF
201420,23341,CRIM,3102.2LA,LAB A:Quant Research Methods,B4,L1,0.00,35 ,50 , 6-Jan-2014, 26-Apr-14,1300,1415,W,LA,278,Djordje Stefanovic
201420,23916,CRIM,3102.2LB,*CANCELLED*,H6,L1,0.00,0 ,0 , 6-Jan-2014, 26-Apr-14,,,,,, STAFF
201410,13120,CRIM,3220.1,"Race, Racism & Colonialsim",B9,,3.00,16 ,50 , 4-Sep-2013, 17-Dec-13,1430,1545,TR,ME,105,Darryl Leroux
201410,14376,CRIM,3505.1,Prisons & Punishment,H2,,3.00,33 ,50 , 4-Sep-2013, 17-Dec-13,1600,1715,MW,LA,296,James Livingston
201420,24201,CRIM,3505.2,Prisons & Punishment,E0,,3.00,36 ,50 , 6-Jan-2014, 26-Apr-14,1130,1245,TR,ME,104,James Livingston
201410,13581,CRIM,3507.1,Policing in Society,D6,,3.00,41 ,50 , 4-Sep-2013, 17-Dec-13,0900,1200,F,SB,255,Ashley Carver
201420,23343,CRIM,3508.2,*CANCELLED*,B9,,3.00,0 ,0 , 6-Jan-2014, 26-Apr-14,,,,,, STAFF
201420,24239,CRIM,3509.2,Victims & Criminal Justice,H2,,3.00,29 ,20 , 6-Jan-2014, 26-Apr-14,1730,2000,T,LA,173,Verona Singer
201410,13638,CRIM,3510.1,Criminal Law,E7,,3.00,34 ,40 , 4-Sep-2013, 17-Dec-13,0900,1200,R,MM,TAUD,John Feehan
201410,14374,CRIM,3511.1,Youth Crime & Moral Panics,B4,,3.00,43 ,70 , 4-Sep-2013, 17-Dec-13,1000,1115,TR,LA,175,Ardath Whynacht
201420,24205,CRIM,3519.2,Terrorism:Perspective & Policy,E1,,3.00,41 ,50 , 6-Jan-2014, 26-Apr-14,1600,1715,MW,LA,186,Ashley Carver
201410,13587,CRIM,3526.1WW,Organized Crime,F1,,3.00,27 ,40 , 4-Sep-2013, 17-Dec-13,,,,WW,,Stephen Schneider
201410,14390,CRIM,3827.1,"Sex, Gender & Deviant Bodies",A1,,3.00,11 ,20 , 4-Sep-2013, 17-Dec-13,1800,2029,T,MM,214A,Audrey MacNevin
201420,24081,CRIM,3830.2,"Sex, Gender &  Deviant Bodies",B7,,3.00,12 ,20 , 6-Jan-2014, 26-Apr-14,1130,1245,TR,LA,282,Audrey MacNevin
201420,24096,CRIM,3831.2,SpTop: The School in Society,C1,,3.00,11 ,20 , 6-Jan-2014, 26-Apr-14,1130,1245,MW,LA,276,Hetty van Gurp
201420,24237,CRIM,3845.2,SpTop:Can Crim Justice Policy,D1,,3.00,28 ,40 , 6-Jan-2014, 26-Apr-14,1730,2000,T,LA,283,Kathleen Waters
201410,14383,CRIM,4210.1,Forced Migration & Refugees,H3,,3.00,8 ,15 , 4-Sep-2013, 17-Dec-13,0900,1200,R,MM,TAUD,Djordje Stefanovic
201410,14607,CRIM,4404.1,Critical Criminology,G8,,3.00,5 ,0 , 4-Sep-2013, 17-Dec-13,1600,1830,R,AT,217,Val Johnson
201420,23348,CRIM,4404.2,*CANCELLED*,,,3.00,0 ,0 , 6-Jan-2014, 26-Apr-14,,,,,, STAFF
201410,14593,CRIM,4420.1,Genocide,F7,,3.00,18 ,20 , 4-Sep-2013, 17-Dec-13,1130,1245,MW,LA,277,Ashley Carver
201410,14625,CRIM,4432.1,Gender and Law,G3,,3.00,6 ,5 , 4-Sep-2013, 17-Dec-13,1600,1830,T,MM,224,Val Johnson
201420,23083,CRIM,4501.2,Advanced Theory,H5,,3.00,7 ,15 , 6-Jan-2014, 26-Apr-14,1600,1829,M,LA,269,John McMullan
201410,13231,CRIM,4502.1,Adv Research Meth in Crim,F9,,3.00,8 ,20 , 4-Sep-2013, 17-Dec-13,1600,1829,W,MM,214A,Madine Vanderplaat
201410,14591,CRIM,4512.1,Issues in Juvenile Justice,F6,,3.00,15 ,20 , 4-Sep-2013, 17-Dec-13,1130,1245,TR,LA,280,Ardath Whynacht
201420,23987,CRIM,4512.2,Issues in Juvenile Justice,E5,,3.00,19 ,15 , 6-Jan-2014, 26-Apr-14,1600,1829,T,LA,282,Ardath Whynacht
201410,14586,CRIM,4600.1,Honours Thesis Research Prep,G9,,3.00,7 ,16 , 4-Sep-2013, 17-Dec-13,1400,1630,F,B,201,Russell Westhaver
201420,24197,CRIM,4601.2,Honours Thesis Writing,,,3.00,6 ,16 , 6-Jan-2014, 26-Apr-14,1400,1630,F,B,201,Russell Westhaver
201410,14020,CRIM,4800.1XX,Sp Top: Practicum in Comm Dev,F4,,3.00,10 ,20 , 4-Sep-2013, 17-Dec-13,,,,,,Stephen Schneider
201420,23727,CRIM,4800.2YY,Sp Top: Practicum In Comm Dev,D9,,3.00,14 ,20 , 6-Jan-2014, 26-Apr-14,,,,,,Stephen Schneider
201410,14621,CRIM,6404.1,Critical Criminology,G8,,3.00,5 ,5 , 4-Sep-2013, 17-Dec-13,1600,1830,R,AT,217,Val Johnson
201410,10474,CRIM,6600.1XX,Advanced Seminar in Crim,,,3.00,5 ,5 , 4-Sep-2013, 17-Dec-13,1400,1629,F,B,201,Russell Westhaver
201420,20467,CRIM,6600.2YY,Advanced Seminar in Crim,,,3.00,5 ,5 , 6-Jan-2014, 26-Apr-14,1400,1629,F,B,201,Russell Westhaver
201420,24073,CRIM,6601.2,Adv Criminological Theory,,,3.00,5 ,15 , 6-Jan-2014, 26-Apr-14,1600,1829,T,SB,152,John McMullan
201410,14023,CRIM,6602.1,*CANCELLED*,F9,,3.00,0 ,0 , 4-Sep-2013, 17-Dec-13,,,,,, STAFF
201420,24221,CRIM,6602.2,Adv Research Meth in Crim,,,3.00,5 ,5 , 6-Jan-2014, 26-Apr-14,1600,1830,R,AT,217,Diane Crocker
201410,14626,CRIM,6609.1,SpTop: Gender & Law,G3,,3.00,5 ,5 , 4-Sep-2013, 17-Dec-13,1600,1830,T,MM,224,Val Johnson
201410,14711,CRIM,6615.0AX,Thesis Research,,,6.00,1 ,1 , 4-Sep-2013, 17-Dec-13,,,,,, STAFF
201410,14712,CRIM,6615.0BX,Thesis Research,,,6.00,1 ,1 , 4-Sep-2013, 17-Dec-13,,,,,,Val Johnson
201410,14713,CRIM,6615.0CX,Thesis Research,,,6.00,1 ,1 , 4-Sep-2013, 17-Dec-13,,,,,,Audrey MacNevin
201410,14022,CRIM,6615.AXX,Thesis Research,,,3.00,9 ,20 , 4-Sep-2013, 17-Dec-13,,,,,, STAFF
201420,23728,CRIM,6615.AYY,Thesis Research,,,3.00,7 ,20 , 6-Jan-2014, 26-Apr-14,,,,,, STAFF
201410,12715,CSCI,1226.1A,Intro to Computing Sci & Prog,,C1,3.00,69 ,80 , 4-Sep-2013, 17-Dec-13,1300,1415,MW,LA,297,Pawan Lingras
201410,14170,CSCI,1226.1B,Intro to Computing Sci & Prog,,C1,3.00,63 ,70 , 4-Sep-2013, 17-Dec-13,1130,1245,TR,LA,187,Pawan Lingras
201410,10764,CSCI,1226.1LA,LAB A Intro to Comp Sci & Prog,,L1,0.00,19 ,25 , 4-Sep-2013, 17-Dec-13,0830,0945,MW,ME,011,Yasushi Akiyama
201410,10765,CSCI,1226.1LB,LAB B Intro to Comp Sci & Prog,,L1,0.00,23 ,25 , 4-Sep-2013, 17-Dec-13,1430,1545,MW,ME,011,Yasushi Akiyama
201410,10766,CSCI,1226.1LC,LAB C Intro to Comp Sci & Prog,,L1,0.00,19 ,25 , 4-Sep-2013, 17-Dec-13,1600,1715,MW,ME,011,Yasushi Akiyama
201410,12856,CSCI,1226.1LD,LAB D:Intro to Comp Sci & Prog,,L1,0.00,24 ,25 , 4-Sep-2013, 17-Dec-13,1430,1715,T,SB,155,Farhana Haider
201410,14171,CSCI,1226.1LE,LAB E:Intro to Comp Sci & Prog,,L1,0.00,24 ,25 , 4-Sep-2013, 17-Dec-13,1430,1715,R,SB,155,Farhana Haider
201410,14209,CSCI,1226.1LF,LAB F:Intro to Comp Sci & Prog,,L1,0.00,23 ,25 , 4-Sep-2013, 17-Dec-13,1300,1415,TR,ME,011,Yasushi Akiyama
201420,24257,CSCI,1226.2,Intro to Computing Sci & Prog,,C1,3.00,49 ,50 , 6-Jan-2014, 26-Apr-14,1130,1245,TR,ME,105,Pawan Lingras
201420,24293,CSCI,1226.2DA,Intro to Computing Sci & Prog,,C4,3.00,10 ,25 , 6-Jan-2014, 26-Apr-14,1600,1729,T,ME,110,Pawan Lingras
201420,24295,CSCI,1226.2DR,LAB: Intro to Comp Sci & Prog,,L4,0.00,10 ,25 , 6-Jan-2014, 26-Apr-14,1730,2130,T,ME,011,Pawan Lingras
201420,24258,CSCI,1226.2LA,LAB A: Intro to Com Sci & Prog,,L1,0.00,24 ,25 , 6-Jan-2014, 26-Apr-14,1300,1415,MW,ME,011,Yasushi Akiyama
201420,24289,CSCI,1226.2LB,LAB B: Intro to Com Sci & Prog,,L1,0.00,25 ,25 , 6-Jan-2014, 26-Apr-14,0830,0945,MW,ME,011,Yasushi Akiyama
201420,21821,CSCI,1227.2,Computer Prog & Prob Solving,,C1,3.00,68 ,75 , 6-Jan-2014, 26-Apr-14,1300,1415,TR,LA,297,Mark Young
201420,21809,CSCI,1227.2RA,REC A: Comp Prog & Prob Solv,,R1,0.00,25 ,25 , 6-Jan-2014, 26-Apr-14,1430,1545,TR,LA,182,Stavros Konstantinidis
201420,20750,CSCI,1227.2RB,REC B: Comp Prog & Prob Solv,,R1,0.00,21 ,25 , 6-Jan-2014, 26-Apr-14,1130,1245,TR,LA,182,Mark Young
